Postnummer;Poststed;FylkeKode;Fylke;KommuneKode;Kommune;PostnummerKategoriKode;PostnummerKategori;Latitude;Longitude
2009;NORDBY;2;AKERSHUS;228;RÆLINGEN;G;Gateadresser og stedsadresser;59.8653970;11.0939600
2010;STRØMMEN;2;AKERSHUS;231;SKEDSMO;G;Gateadresser og stedsadresser;59.9481340;11.0047820
2011;STRØMMEN;2;AKERSHUS;231;SKEDSMO;P;Postbokser;59.9480300;11.0052200
2012;LILLESTRØM;2;AKERSHUS;231;SKEDSMO;P;Postbokser;59.9533000;11.0490000
2013;SKJETTEN;2;AKERSHUS;231;SKEDSMO;G;Gateadresser og stedsadresser;59.9676850;10.9994280
2014;BLYSTADLIA;2;AKERSHUS;228;RÆLINGEN;G;Gateadresser og stedsadresser;59.9311510;11.0385830
2015;LEIRSUND;2;AKERSHUS;231;SKEDSMO;G;Gateadresser og stedsadresser;59.9922100;11.1053700
2016;FROGNER;2;AKERSHUS;226;SØRUM;G;Gateadresser og stedsadresser;60.0241630;11.1017600
2017;FROGNER;2;AKERSHUS;226;SØRUM;P;Postbokser;60.0236700;11.1087000
2018;LØVENSTAD;2;AKERSHUS;228;RÆLINGEN;P;Postbokser;59.9374500;11.0215600
2019;SKEDSMOKORSET;2;AKERSHUS;231;SKEDSMO;G;Gateadresser og stedsadresser;59.9916400;11.0348400
2020;SKEDSMOKORSET;2;AKERSHUS;231;SKEDSMO;G;Gateadresser og stedsadresser;60.0045430;11.0329200
2021;SKEDSMOKORSET;2;AKERSHUS;231;SKEDSMO;P;Postbokser;60.0011900;11.0401400
2022;GJERDRUM;2;AKERSHUS;234;GJERDRUM;G;Gateadresser og stedsadresser;60.0794850;11.0218530
2023;SKEDSMOKORSET;2;AKERSHUS;231;SKEDSMO;P;Postbokser;(blank);(blank)
2024;GJERDRUM;2;AKERSHUS;234;GJERDRUM;P;Postbokser;60.0727600;11.0324700
2025;FJERDINGBY;2;AKERSHUS;228;RÆLINGEN;P;Postbokser;59.9323600;11.0673500
2026;SKJETTEN;2;AKERSHUS;231;SKEDSMO;P;Postbokser;59.9670700;10.9994800
2027;KJELLER;2;AKERSHUS;231;SKEDSMO;P;Postbokser;59.9688200;11.0520400
2030;NANNESTAD;2;AKERSHUS;238;NANNESTAD;G;Gateadresser og stedsadresser;60.2224240;11.0141290
2031;NANNESTAD;2;AKERSHUS;238;NANNESTAD;P;Postbokser;60.2237100;11.0300800
2032;MAURA;2;AKERSHUS;238;NANNESTAD;G;Gateadresser og stedsadresser;60.2584800;11.0343100
2033;ÅSGREINA;2;AKERSHUS;238;NANNESTAD;G;Gateadresser og stedsadresser;60.1711900;10.9860490
2034;HOLTER;2;AKERSHUS;238;NANNESTAD;G;Gateadresser og stedsadresser;60.1363300;11.0239900
2035;HOLTER;2;AKERSHUS;238;NANNESTAD;P;Postbokser;60.1363300;11.0239900
2036;MAURA;2;AKERSHUS;238;NANNESTAD;P;Postbokser;60.2581000;11.0293000
2040;KLØFTA;2;AKERSHUS;235;ULLENSAKER;G;Gateadresser og stedsadresser;60.0768360;11.1369380
2041;KLØFTA;2;AKERSHUS;235;ULLENSAKER;P;Postbokser;60.0761300;11.1375100
2050;JESSHEIM;2;AKERSHUS;235;ULLENSAKER;G;Gateadresser og stedsadresser;60.1433420;11.1739260
2051;JESSHEIM;2;AKERSHUS;235;ULLENSAKER;P;Postbokser;60.1413800;11.1723300
2052;JESSHEIM;2;AKERSHUS;235;ULLENSAKER;G;Gateadresser og stedsadresser;60.1406070;11.2110480
2053;JESSHEIM;2;AKERSHUS;235;ULLENSAKER;G;Gateadresser og stedsadresser;(blank);(blank)
2054;MOGREINA;2;AKERSHUS;235;ULLENSAKER;G;Gateadresser og stedsadresser;60.2299500;11.1636600
2055;NORDKISA;2;AKERSHUS;235;ULLENSAKER;G;Gateadresser og stedsadresser;60.1854140;11.2629180
2056;ALGARHEIM;2;AKERSHUS;235;ULLENSAKER;G;Gateadresser og stedsadresser;60.1445170;11.2517750
2057;JESSHEIM;2;AKERSHUS;235;ULLENSAKER;P;Postbokser;60.1408400;11.2114400
2058;SESSVOLLMOEN;2;AKERSHUS;235;ULLENSAKER;F;Flere bruksområder;60.2371100;11.1449400
2060;GARDERMOEN;2;AKERSHUS;235;ULLENSAKER;G;Gateadresser og stedsadresser;60.1940000;11.0994000
2061;GARDERMOEN;2;AKERSHUS;235;ULLENSAKER;P;Postbokser;60.1940000;11.0994000
2066;JESSHEIM;2;AKERSHUS;235;ULLENSAKER;G;Gateadresser og stedsadresser;(blank);(blank)
2067;JESSHEIM;2;AKERSHUS;235;ULLENSAKER;G;Gateadresser og stedsadresser;(blank);(blank)
2068;JESSHEIM;2;AKERSHUS;235;ULLENSAKER;G;Gateadresser og stedsadresser;(blank);(blank)
2069;JESSHEIM;2;AKERSHUS;235;ULLENSAKER;G;Gateadresser og stedsadresser;(blank);(blank)
2070;RÅHOLT;2;AKERSHUS;237;EIDSVOLL;G;Gateadresser og stedsadresser;60.2809940;11.1750110
2071;RÅHOLT;2;AKERSHUS;237;EIDSVOLL;P;Postbokser;60.2807400;11.1751400
2072;DAL;2;AKERSHUS;237;EIDSVOLL;G;Gateadresser og stedsadresser;60.2490440;11.2076530
2073;BØN;2;AKERSHUS;237;EIDSVOLL;G;Gateadresser og stedsadresser;60.2916000;11.1964500
2074;EIDSVOLL VERK;2;AKERSHUS;237;EIDSVOLL;G;Gateadresser og stedsadresser;60.2998100;11.1620900
2076;DAL;2;AKERSHUS;237;EIDSVOLL;P;Postbokser;60.2490230;11.2076850
2080;EIDSVOLL;2;AKERSHUS;237;EIDSVOLL;G;Gateadresser og stedsadresser;60.3275700;11.2598900
2081;EIDSVOLL;2;AKERSHUS;237;EIDSVOLL;P;Postbokser;60.3275700;11.2598900
2090;HURDAL;2;AKERSHUS;239;HURDAL;G;Gateadresser og stedsadresser;60.4350760;11.0655930
2091;HURDAL;2;AKERSHUS;239;HURDAL;P;Postbokser;60.4280670;11.0644770
2092;MINNESUND;2;AKERSHUS;237;EIDSVOLL;B;Både gateadresser og postbokser;60.4030600;11.2427700
2093;FEIRING;2;AKERSHUS;237;EIDSVOLL;G;Gateadresser og stedsadresser;60.4838160;11.1536980
2100;SKARNES;4;HEDMARK;419;SØR-ODAL;G;Gateadresser og stedsadresser;60.2522280;11.6813420
2101;SKARNES;4;HEDMARK;419;SØR-ODAL;P;Postbokser;60.2550000;11.6802800
2110;SLÅSTAD;4;HEDMARK;419;SØR-ODAL;G;Gateadresser og stedsadresser;60.2794510;11.7703910
2114;DISENÅ;4;HEDMARK;419;SØR-ODAL;G;Gateadresser og stedsadresser;60.2023200;11.6414300
2116;SANDER;4;HEDMARK;419;SØR-ODAL;G;Gateadresser og stedsadresser;60.2273000;11.8089000
2120;SAGSTUA;4;HEDMARK;418;NORD-ODAL;B;Både gateadresser og postbokser;60.3922750;11.5420720
2123;BRUVOLL;4;HEDMARK;418;NORD-ODAL;G;Gateadresser og stedsadresser;60.4409840;11.4812610
2130;KNAPPER;4;HEDMARK;418;NORD-ODAL;B;Både gateadresser og postbokser;60.4685150;11.6221420
2133;GARDVIK;4;HEDMARK;418;NORD-ODAL;B;Både gateadresser og postbokser;60.4253800;11.6401000
2134;AUSTVATN;4;HEDMARK;418;NORD-ODAL;G;Gateadresser og stedsadresser;60.3784060;11.6925430
2150;ÅRNES;2;AKERSHUS;236;NES;G;Gateadresser og stedsadresser;60.1239160;11.4659930
2151;ÅRNES;2;AKERSHUS;236;NES;P;Postbokser;60.1228200;11.4675800
2160;VORMSUND;2;AKERSHUS;236;NES;G;Gateadresser og stedsadresser;60.1516600;11.4118200
2161;VORMSUND;2;AKERSHUS;236;NES;P;Postbokser;60.1516600;11.4118200
2162;BRÅRUD;2;AKERSHUS;236;NES;G;Gateadresser og stedsadresser;60.2093800;11.3314600
2164;SKOGBYGDA;2;AKERSHUS;236;NES;B;Både gateadresser og postbokser;60.2289100;11.5115600
2165;HVAM;2;AKERSHUS;236;NES;B;Både gateadresser og postbokser;60.1261200;11.3397000
2166;OPPAKER;2;AKERSHUS;236;NES;G;Gateadresser og stedsadresser;60.1774800;11.5146400
2170;FENSTAD;2;AKERSHUS;236;NES;B;Både gateadresser og postbokser;60.2198030;11.3914060
2201;KONGSVINGER;4;HEDMARK;402;KONGSVINGER;P;Postbokser;60.1910900;11.9962200
2202;KONGSVINGER;4;HEDMARK;402;KONGSVINGER;P;Postbokser;60.1910900;11.9962200
2203;KONGSVINGER;4;HEDMARK;402;KONGSVINGER;P;Postbokser;60.1867200;12.0081000
2204;KONGSVINGER;4;HEDMARK;402;KONGSVINGER;P;Postbokser;60.1867200;12.0081000
2205;KONGSVINGER;4;HEDMARK;402;KONGSVINGER;P;Postbokser;60.1867200;12.0081000
2206;KONGSVINGER;4;HEDMARK;402;KONGSVINGER;P;Postbokser;60.1793300;12.0186000
2208;KONGSVINGER;4;HEDMARK;402;KONGSVINGER;G;Gateadresser og stedsadresser;60.1836300;11.9898300
2209;KONGSVINGER;4;HEDMARK;402;KONGSVINGER;G;Gateadresser og stedsadresser;60.1774100;12.0298300
2210;GRANLI;4;HEDMARK;402;KONGSVINGER;G;Gateadresser og stedsadresser;60.1444960;12.0662100
2211;KONGSVINGER;4;HEDMARK;402;KONGSVINGER;G;Gateadresser og stedsadresser;60.1749470;12.0239780
2212;KONGSVINGER;4;HEDMARK;402;KONGSVINGER;G;Gateadresser og stedsadresser;60.1919530;11.9990340
2213;KONGSVINGER;4;HEDMARK;402;KONGSVINGER;G;Gateadresser og stedsadresser;60.1945770;12.0083470
2214;KONGSVINGER;4;HEDMARK;402;KONGSVINGER;G;Gateadresser og stedsadresser;60.2011300;11.9894600
2216;ROVERUD;4;HEDMARK;402;KONGSVINGER;B;Både gateadresser og postbokser;60.2532500;12.0563000
2217;HOKKÅSEN;4;HEDMARK;402;KONGSVINGER;G;Gateadresser og stedsadresser;60.2788130;12.1178800
2218;LUNDERSÆTER;4;HEDMARK;402;KONGSVINGER;G;Gateadresser og stedsadresser;60.2979560;12.2718600
2219;BRANDVAL;4;HEDMARK;402;KONGSVINGER;G;Gateadresser og stedsadresser;60.3171730;12.0161680
2220;ÅBOGEN;4;HEDMARK;420;EIDSKOG;G;Gateadresser og stedsadresser;60.1118360;12.1173650
2223;GALTERUD;4;HEDMARK;419;SØR-ODAL;G;Gateadresser og stedsadresser;60.1947910;11.8837340
2224;AUSTMARKA;4;HEDMARK;402;KONGSVINGER;B;Både gateadresser og postbokser;60.0965300;12.3215700
2225;KONGSVINGER;4;HEDMARK;402;KONGSVINGER;F;Flere bruksområder;60.1738370;12.0167580
2226;KONGSVINGER;4;HEDMARK;402;KONGSVINGER;F;Flere bruksområder;60.1905000;11.9977000
2230;SKOTTERUD;4;HEDMARK;420;EIDSKOG;B;Både gateadresser og postbokser;59.9858900;12.1230500
2232;TOBØL;4;HEDMARK;420;EIDSKOG;G;Gateadresser og stedsadresser;59.9741710;12.0577980
2233;VESTMARKA;4;HEDMARK;420;EIDSKOG;G;Gateadresser og stedsadresser;59.9359240;11.9917090
2235;MATRAND;4;HEDMARK;420;EIDSKOG;G;Gateadresser og stedsadresser;60.0290570;12.1245950
2240;MAGNOR;4;HEDMARK;420;EIDSKOG;B;Både gateadresser og postbokser;59.9497800;12.2031000
2256;GRUE FINNSKOG;4;HEDMARK;423;GRUE;B;Både gateadresser og postbokser;60.4187100;12.4040400
2260;KIRKENÆR;4;HEDMARK;423;GRUE;G;Gateadresser og stedsadresser;60.4559060;12.0591560
2261;KIRKENÆR;4;HEDMARK;423;GRUE;P;Postbokser;60.4564000;12.0582000
2264;GRINDER;4;HEDMARK;423;GRUE;G;Gateadresser og stedsadresser;60.4076900;12.0519200
2265;NAMNÅ;4;HEDMARK;423;GRUE;G;Gateadresser og stedsadresser;60.4965400;12.0800800
2266;ARNEBERG;4;HEDMARK;425;ÅSNES;G;Gateadresser og stedsadresser;60.5523850;12.0228800
2270;FLISA;4;HEDMARK;425;ÅSNES;G;Gateadresser og stedsadresser;60.6130490;12.0109470
2271;FLISA;4;HEDMARK;425;ÅSNES;P;Postbokser;60.6134500;12.0104900
2280;GJESÅSEN;4;HEDMARK;425;ÅSNES;G;Gateadresser og stedsadresser;60.6784000;12.0244000
2283;ÅSNES FINNSKOG;4;HEDMARK;425;ÅSNES;G;Gateadresser og stedsadresser;60.6668800;12.3264000
2301;HAMAR;4;HEDMARK;403;HAMAR;P;Postbokser;60.8112740;11.0366250
2302;HAMAR;4;HEDMARK;403;HAMAR;P;Postbokser;60.7942200;11.0742100
2303;HAMAR;4;HEDMARK;403;HAMAR;P;Postbokser;60.7942200;11.0742100
2304;HAMAR;4;HEDMARK;403;HAMAR;P;Postbokser;60.7942200;11.0742100
2305;HAMAR;4;HEDMARK;403;HAMAR;P;Postbokser;60.8009200;11.0466600
2306;HAMAR;4;HEDMARK;403;HAMAR;P;Postbokser;60.7947560;11.0832520
2307;HAMAR;4;HEDMARK;403;HAMAR;P;Postbokser;60.7944630;11.0738540
2308;HAMAR;4;HEDMARK;403;HAMAR;P;Postbokser;60.7945000;11.0680000
2309;HAMAR;4;HEDMARK;403;HAMAR;P;Postbokser;60.8398920;11.0940460
2312;OTTESTAD;4;HEDMARK;417;STANGE;B;Både gateadresser og postbokser;60.7840300;11.1091100
2315;HAMAR;4;HEDMARK;403;HAMAR;G;Gateadresser og stedsadresser;60.8013520;11.0625670
2316;HAMAR;4;HEDMARK;403;HAMAR;G;Gateadresser og stedsadresser;60.8053900;11.0374200
2317;HAMAR;4;HEDMARK;403;HAMAR;G;Gateadresser og stedsadresser;60.7953400;11.0725700
2318;HAMAR;4;HEDMARK;403;HAMAR;B;Både gateadresser og postbokser;60.7942200;11.0742100
2319;HAMAR;4;HEDMARK;403;HAMAR;G;Gateadresser og stedsadresser;60.8117400;11.0725300
2320;FURNES;4;HEDMARK;412;RINGSAKER;B;Både gateadresser og postbokser;60.8301600;11.0665600
2321;HAMAR;4;HEDMARK;403;HAMAR;G;Gateadresser og stedsadresser;60.7951600;11.0950700
2322;RIDABU;4;HEDMARK;403;HAMAR;B;Både gateadresser og postbokser;60.8065020;11.1346010
2323;INGEBERG;4;HEDMARK;403;HAMAR;G;Gateadresser og stedsadresser;60.8276000;11.1336600
2324;VANG PÅ HEDMARKEN;4;HEDMARK;403;HAMAR;B;Både gateadresser og postbokser;60.8451400;11.1999000
2325;HAMAR;4;HEDMARK;403;HAMAR;P;Postbokser;60.7944420;11.0785960
2326;HAMAR;4;HEDMARK;403;HAMAR;F;Flere bruksområder;60.7945000;11.0680000
2330;VALLSET;4;HEDMARK;417;STANGE;B;Både gateadresser og postbokser;60.6851500;11.3437000
2332;ÅSVANG;4;HEDMARK;417;STANGE;G;Gateadresser og stedsadresser;60.7090180;11.3766000
2334;ROMEDAL;4;HEDMARK;417;STANGE;B;Både gateadresser og postbokser;60.7368600;11.2918600
2335;STANGE;4;HEDMARK;417;STANGE;G;Gateadresser og stedsadresser;60.7167230;11.1913350
2336;STANGE;4;HEDMARK;417;STANGE;P;Postbokser;60.7203700;11.1946100
2337;TANGEN;4;HEDMARK;417;STANGE;B;Både gateadresser og postbokser;60.6176100;11.2672200
2338;ESPA;4;HEDMARK;417;STANGE;G;Gateadresser og stedsadresser;60.5817720;11.2721660
2340;LØTEN;4;HEDMARK;415;LØTEN;G;Gateadresser og stedsadresser;60.8194770;11.3422680
2341;LØTEN;4;HEDMARK;415;LØTEN;P;Postbokser;60.8206800;11.3449200
2344;ILSENG;4;HEDMARK;417;STANGE;B;Både gateadresser og postbokser;60.7748800;11.2245500
2345;ÅDALSBRUK;4;HEDMARK;415;LØTEN;G;Gateadresser og stedsadresser;60.7878000;11.3194300
2350;NES PÅ HEDMARKEN;4;HEDMARK;412;RINGSAKER;B;Både gateadresser og postbokser;60.7625100;10.9402400
2353;STAVSJØ;4;HEDMARK;412;RINGSAKER;B;Både gateadresser og postbokser;60.8044190;10.8392040
2355;GAUPEN;4;HEDMARK;412;RINGSAKER;G;Gateadresser og stedsadresser;60.8683130;10.7753130
2360;RUDSHØGDA;4;HEDMARK;412;RINGSAKER;B;Både gateadresser og postbokser;60.9157000;10.8159000
2364;NÆROSET;4;HEDMARK;412;RINGSAKER;G;Gateadresser og stedsadresser;60.9740900;10.7763000
2365;ÅSMARKA;4;HEDMARK;412;RINGSAKER;G;Gateadresser og stedsadresser;61.0347370;10.7470750
2372;BRØTTUM;4;HEDMARK;412;RINGSAKER;B;Både gateadresser og postbokser;61.0280100;10.5578900
2380;BRUMUNDDAL;4;HEDMARK;412;RINGSAKER;G;Gateadresser og stedsadresser;60.8849230;10.9417710
2381;BRUMUNDDAL;4;HEDMARK;412;RINGSAKER;P;Postbokser;60.8851400;10.9414500
2382;BRUMUNDDAL;4;HEDMARK;412;RINGSAKER;G;Gateadresser og stedsadresser;(blank);(blank)
2383;BRUMUNDDAL;4;HEDMARK;412;RINGSAKER;G;Gateadresser og stedsadresser;(blank);(blank)
2384;BRUMUNDDAL;4;HEDMARK;412;RINGSAKER;G;Gateadresser og stedsadresser;(blank);(blank)
2385;BRUMUNDDAL;4;HEDMARK;412;RINGSAKER;G;Gateadresser og stedsadresser;(blank);(blank)
2386;BRUMUNDDAL;4;HEDMARK;412;RINGSAKER;G;Gateadresser og stedsadresser;(blank);(blank)
2387;BRUMUNDDAL;4;HEDMARK;412;RINGSAKER;G;Gateadresser og stedsadresser;(blank);(blank)
2388;BRUMUNDDAL;4;HEDMARK;412;RINGSAKER;G;Gateadresser og stedsadresser;(blank);(blank)
2390;MOELV;4;HEDMARK;412;RINGSAKER;G;Gateadresser og stedsadresser;60.9296400;10.7009200
2391;MOELV;4;HEDMARK;412;RINGSAKER;P;Postbokser;60.9295500;10.7009300
2401;ELVERUM;4;HEDMARK;427;ELVERUM;P;Postbokser;60.8791300;11.5654400
2402;ELVERUM;4;HEDMARK;427;ELVERUM;P;Postbokser;60.8791300;11.5654400
2403;ELVERUM;4;HEDMARK;427;ELVERUM;P;Postbokser;60.8791300;11.5654400
2405;ELVERUM;4;HEDMARK;427;ELVERUM;P;Postbokser;60.8863900;11.5372300
2406;ELVERUM;4;HEDMARK;427;ELVERUM;G;Gateadresser og stedsadresser;60.8803600;11.5516600
2407;ELVERUM;4;HEDMARK;427;ELVERUM;B;Både gateadresser og postbokser;60.8791300;11.5654400
2408;ELVERUM;4;HEDMARK;427;ELVERUM;G;Gateadresser og stedsadresser;60.8936500;11.5610100
2409;ELVERUM;4;HEDMARK;427;ELVERUM;B;Både gateadresser og postbokser;60.9025000;11.5639480
2410;HERNES;4;HEDMARK;427;ELVERUM;B;Både gateadresser og postbokser;60.9249400;11.6250500
2411;ELVERUM;4;HEDMARK;427;ELVERUM;G;Gateadresser og stedsadresser;60.8918100;11.5436300
2412;SØRSKOGBYGDA;4;HEDMARK;427;ELVERUM;G;Gateadresser og stedsadresser;60.9435450;11.7800900
2415;HERADSBYGD;4;HEDMARK;427;ELVERUM;B;Både gateadresser og postbokser;60.8225800;11.6374500
2416;JØMNA;4;HEDMARK;427;ELVERUM;G;Gateadresser og stedsadresser;60.8072000;11.7027600
2418;ELVERUM;4;HEDMARK;427;ELVERUM;F;Flere bruksområder;60.8819000;11.5623000
2420;TRYSIL;4;HEDMARK;428;TRYSIL;G;Gateadresser og stedsadresser;61.3125130;12.2685100
2421;TRYSIL;4;HEDMARK;428;TRYSIL;P;Postbokser;61.3155000;12.2642000
2422;NYBERGSUND;4;HEDMARK;428;TRYSIL;B;Både gateadresser og postbokser;61.2609900;12.3226100
2423;ØSTBY;4;HEDMARK;428;TRYSIL;B;Både gateadresser og postbokser;61.2543100;12.5323600
2425;LJØRDALEN;4;HEDMARK;428;TRYSIL;B;Både gateadresser og postbokser;61.3841000;12.6847700
2427;PLASSEN;4;HEDMARK;428;TRYSIL;G;Gateadresser og stedsadresser;61.1314000;12.5078000
2428;SØRE OSEN;4;HEDMARK;428;TRYSIL;B;Både gateadresser og postbokser;61.1072200;11.9812100
2429;TØRBERGET;4;HEDMARK;428;TRYSIL;G;Gateadresser og stedsadresser;61.1331000;12.1111000
2430;JORDET;4;HEDMARK;428;TRYSIL;B;Både gateadresser og postbokser;61.4208000;12.1402600
2432;SLETTÅS;4;HEDMARK;428;TRYSIL;G;Gateadresser og stedsadresser;61.3727740;11.9549270
2435;BRASKEREIDFOSS;4;HEDMARK;426;VÅLER;B;Både gateadresser og postbokser;60.7252100;11.7991800
2436;VÅLER I SOLØR;4;HEDMARK;426;VÅLER;B;Både gateadresser og postbokser;60.6706400;11.8356100
2437;HASLEMOEN;4;HEDMARK;426;VÅLER;G;Gateadresser og stedsadresser;60.6512800;11.8703500
2438;GRAVBERGET;4;HEDMARK;426;VÅLER;G;Gateadresser og stedsadresser;60.8829500;12.2349500
2440;ENGERDAL;4;HEDMARK;434;ENGERDAL;B;Både gateadresser og postbokser;61.7570300;11.9604200
2443;DREVSJØ;4;HEDMARK;434;ENGERDAL;B;Både gateadresser og postbokser;61.8912400;12.0301100
2446;ELGÅ;4;HEDMARK;434;ENGERDAL;G;Gateadresser og stedsadresser;62.1671050;11.9420990
2448;SØMÅDALEN;4;HEDMARK;434;ENGERDAL;G;Gateadresser og stedsadresser;62.0919330;11.6505720
2450;RENA;4;HEDMARK;429;ÅMOT;G;Gateadresser og stedsadresser;61.1323600;11.3729750
2451;RENA;4;HEDMARK;429;ÅMOT;P;Postbokser;61.1324700;11.3735800
2460;OSEN;4;HEDMARK;429;ÅMOT;B;Både gateadresser og postbokser;61.3011200;11.7644800
2476;ATNA;4;HEDMARK;430;STOR-ELVDAL;G;Gateadresser og stedsadresser;61.7316000;10.8310600
2477;SOLLIA;4;HEDMARK;430;STOR-ELVDAL;G;Gateadresser og stedsadresser;61.7878150;10.2269840
2478;HANESTAD;4;HEDMARK;432;RENDALEN;G;Gateadresser og stedsadresser;61.8379660;10.8804990
2480;KOPPANG;4;HEDMARK;430;STOR-ELVDAL;G;Gateadresser og stedsadresser;61.5703770;11.0465810
2481;KOPPANG;4;HEDMARK;430;STOR-ELVDAL;P;Postbokser;61.5704500;11.0494000
2485;RENDALEN;4;HEDMARK;432;RENDALEN;B;Både gateadresser og postbokser;61.8922200;11.0774000
2500;TYNSET;4;HEDMARK;437;TYNSET;G;Gateadresser og stedsadresser;62.2747920;10.7763430
2501;TYNSET;4;HEDMARK;437;TYNSET;P;Postbokser;62.2789100;10.7759000
2510;TYLLDALEN;4;HEDMARK;437;TYNSET;G;Gateadresser og stedsadresser;62.1268040;10.8004190
2512;KVIKNE;4;HEDMARK;437;TYNSET;B;Både gateadresser og postbokser;62.5660680;10.3253460
2540;TOLGA;4;HEDMARK;436;TOLGA;B;Både gateadresser og postbokser;62.4105700;10.9909600
2542;VINGELEN;4;HEDMARK;436;TOLGA;G;Gateadresser og stedsadresser;62.4206000;10.8662000
2544;ØVERSJØDALEN;4;HEDMARK;436;TOLGA;G;Gateadresser og stedsadresser;62.2088000;11.4816000
2550;OS I ØSTERDALEN;4;HEDMARK;441;OS (HEDMARK);B;Både gateadresser og postbokser;62.4961700;11.2235500
2552;DALSBYGDA;4;HEDMARK;441;OS (HEDMARK);G;Gateadresser og stedsadresser;62.5278000;11.1086000
2555;TUFSINGDALEN;4;HEDMARK;441;OS (HEDMARK);G;Gateadresser og stedsadresser;62.3030000;11.7195000
2560;ALVDAL;4;HEDMARK;438;ALVDAL;G;Gateadresser og stedsadresser;62.1085400;10.6332210
2561;ALVDAL;4;HEDMARK;438;ALVDAL;P;Postbokser;62.1083700;10.6326100
2580;FOLLDAL;4;HEDMARK;439;FOLLDAL;G;Gateadresser og stedsadresser;62.1376200;9.9899600
2581;FOLLDAL;4;HEDMARK;439;FOLLDAL;P;Postbokser;62.1343600;9.9936400
2582;GRIMSBU;4;HEDMARK;439;FOLLDAL;G;Gateadresser og stedsadresser;62.1554010;10.1709370
2584;DALHOLEN;4;HEDMARK;439;FOLLDAL;G;Gateadresser og stedsadresser;62.1801900;9.7982900
2601;LILLEHAMMER;5;OPPLAND;501;LILLEHAMMER;P;Postbokser;61.1187400;10.4613800
2602;LILLEHAMMER;5;OPPLAND;501;LILLEHAMMER;P;Postbokser;61.1187400;10.4613800
2603;LILLEHAMMER;5;OPPLAND;501;LILLEHAMMER;P;Postbokser;61.1187400;10.4613800
2604;LILLEHAMMER;5;OPPLAND;501;LILLEHAMMER;P;Postbokser;61.1187400;10.4613800
2605;LILLEHAMMER;5;OPPLAND;501;LILLEHAMMER;P;Postbokser;61.1275600;10.4527200
2606;LILLEHAMMER;5;OPPLAND;501;LILLEHAMMER;P;Postbokser;61.1187400;10.4613800
2607;VINGROM;5;OPPLAND;501;LILLEHAMMER;B;Både gateadresser og postbokser;61.0449700;10.4302200
2608;LILLEHAMMER;5;OPPLAND;501;LILLEHAMMER;B;Både gateadresser og postbokser;61.1044390;10.4315190
2609;LILLEHAMMER;5;OPPLAND;501;LILLEHAMMER;B;Både gateadresser og postbokser;61.1187400;10.4613800
2610;MESNALI;4;HEDMARK;412;RINGSAKER;B;Både gateadresser og postbokser;61.1026000;10.6989000
2611;LILLEHAMMER;5;OPPLAND;501;LILLEHAMMER;B;Både gateadresser og postbokser;61.0996120;10.5082190
2612;SJUSJØEN;4;HEDMARK;412;RINGSAKER;B;Både gateadresser og postbokser;61.1529480;10.6916710
2613;LILLEHAMMER;5;OPPLAND;501;LILLEHAMMER;G;Gateadresser og stedsadresser;61.1018800;10.4755700
2614;LILLEHAMMER;5;OPPLAND;501;LILLEHAMMER;G;Gateadresser og stedsadresser;61.0978600;10.4852300
2615;LILLEHAMMER;5;OPPLAND;501;LILLEHAMMER;G;Gateadresser og stedsadresser;61.1218000;10.4591500
2616;LISMARKA;4;HEDMARK;412;RINGSAKER;G;Gateadresser og stedsadresser;61.0705980;10.6279850
2617;LILLEHAMMER;5;OPPLAND;501;LILLEHAMMER;P;Postbokser;61.1571400;10.3711600
2618;LILLEHAMMER;5;OPPLAND;501;LILLEHAMMER;G;Gateadresser og stedsadresser;61.1334700;10.4593060
2619;LILLEHAMMER;5;OPPLAND;501;LILLEHAMMER;G;Gateadresser og stedsadresser;61.1282500;10.4463600
2624;LILLEHAMMER;5;OPPLAND;501;LILLEHAMMER;B;Både gateadresser og postbokser;61.1275600;10.4527200
2625;FÅBERG;5;OPPLAND;501;LILLEHAMMER;B;Både gateadresser og postbokser;61.1535500;10.3915600
2626;LILLEHAMMER;5;OPPLAND;501;LILLEHAMMER;F;Flere bruksområder;61.1151000;10.4663000
2629;LILLEHAMMER;5;OPPLAND;501;LILLEHAMMER;F;Flere bruksområder;61.1126000;10.4724000
2630;RINGEBU;5;OPPLAND;520;RINGEBU;G;Gateadresser og stedsadresser;61.5304600;10.1398900
2631;RINGEBU;5;OPPLAND;520;RINGEBU;P;Postbokser;61.5304600;10.1398900
2632;VENABYGD;5;OPPLAND;520;RINGEBU;G;Gateadresser og stedsadresser;61.5935780;10.0513740
2633;FÅVANG;5;OPPLAND;520;RINGEBU;P;Postbokser;61.4552100;10.1954500
2634;FÅVANG;5;OPPLAND;520;RINGEBU;G;Gateadresser og stedsadresser;61.4576200;10.1969000
2635;TRETTEN;5;OPPLAND;521;ØYER;B;Både gateadresser og postbokser;61.3184200;10.3002900
2636;ØYER;5;OPPLAND;521;ØYER;G;Gateadresser og stedsadresser;61.2649933;10.4129680
2637;ØYER;5;OPPLAND;521;ØYER;P;Postbokser;61.2419000;10.4395900
2639;VINSTRA;5;OPPLAND;516;NORD-FRON;P;Postbokser;61.5936200;9.7534100
2640;VINSTRA;5;OPPLAND;516;NORD-FRON;G;Gateadresser og stedsadresser;61.5938230;9.7530420
